,Course_id,Course_url,Related URLs,Special Permission Required,Prerequisites,Corequisites,Cross-Listed Courses,Notes,Description
10,48792,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=48792&SEMESTER=M18,http://soa.cmu.edu/,No,None,None,None,None,"This course is for students who wish to pursue work independent of all other courses offered, but consistent with the direction of the Ph.D. Programs.     Prerequisites: Written proposal for work by a faculty member teaching in the Ph.D. Program, and his/her agreement to advise the student. Both student and faculty must be in residence.      Instructor(s):  Units: 36"
11,48793,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=48793&SEMESTER=M18,http://soa.cmu.edu/,No,None,None,None,None,This course is for Ph.D. students who have successfully completed their qualifying exams and are working on their dissertation work.     Instructo(s):  Units: 36
12,48794,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=48794&SEMESTER=M18,http://soa.cmu.edu/,No,None,None,None,None,None
13,60590,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=60590&SEMESTER=M18,http://www.cmu.edu/art/,No,None,None,None,None,"Art Internships are open to all BFA, BHA, BSA and BCSA Art students. Internships may take place with appropriate individuals or organizations within or outside of Carnegie Mellon University. The requirements for an internship are in the School of Art Handbook (available at the School of Art website). Prior to being enrolled for an internship, students must complete an Internship Proposal Form, which defines the goals of the internship. This form must be signed by their site supervisor and approved by the Assistant Head of the School of Art. Forms are available in the bins on the 3rd floor of CFA.  Junior and Senior Art majors only."
14,70122,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70122&SEMESTER=M18,http://www.tepper.cmu.edu/uba,Yes,None,None,None,None,"This course provides the knowledge and skills necessary for the student to understand financial statements and financial records and to make use of the information for management and investment decisions. Topics include: an overview of financial statements and business decisions; the balance sheet, the income statement, and the cash flow statement; sales revenue, receivables, and cash; cost of goods sold and inventory; long-lived assets and depreciation, and amortization; current and long-term liabilities; owners equity; investments in other corporations; an introduction to financial statement analysis and international issues dealing with financial statements."
15,70201,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70201&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,None,None,None,None,"Professional service is important in career development because it creates opportunities to use skills and knowledge, develop leadership abilities, develop professional networks, and to learn the importance of community involvement and social values in business practice.  Students complete a variety of activities with these objectives over a period of up to four semesters to satisfy this course requirement."
16,70207,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70207&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,21112 or 21120,None,None,None,"Elementary ideas in probability, statistics, and data analysis are presented in the context of their importance to modern business management."
17,70208,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70208&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,(21112 or 21120) and (36201 or 36220 or 70207 or 36247 or 36207) and (73100 or 73102),None,None,None,"This class focuses on the statistical analysis of the relationship between two or more random variables. In particular, we examine the estimation of the conditional mean of the dependent variable as a function of independent variables using linear regression. We draw on statistical theory to determine the precision of our estimates and to conduct inference about the population, and we examine a number of applications to business, finance, and economics throughout the course."
18,70311,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70311&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,76100 or 76101 or 76245 or 76331 or 76347 or 76327 or 76102,None,None,None,"This course examines the factors which influence individual, group and firm behavior in the context of the workplace. Topics covered include perception, group behavior, decision making, motivation, leadership and organizational design and change."
19,70371,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70371&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,36220 or 36247 or 70207 or 36201 or 36207 or 36225,None,None,None,"This course is an introduction to production and operations management that covers both manufacturing and services. It deals with strategic issues (design of flexible supply), planning issues (capacity management), and operational issues (inventory management and information). The linkage between strategy and tactics will be emphasized. The students will learn concepts and tools that will help them to manage from the boardroom to the toolroom."
20,70381,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70381&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,76101 or 76102,None,None,None,"An introduction to the nature and fundamentals of marketing and consumer behavior. Topics include an analysis of the economic and psychological factors influencing buyer behavior, marketing research, market segmentation, and the development of marketing programs (new product, price, advertising and distribution decisions)."
21,70391,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70391&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,(73100 or 73102) and (36207 or 70207 or 36201 or 36217 or 36225),None,None,None,"Firms create value by making good investment decisions. Finance is the field of management science tasked with making this happen. It is a set of tools with which firms identify good investments and decide how to pay for them. Paying for them ultimately involves getting money from households. Therefore, finance also describes the investment decisions of households and the resulting allocation of the economys resources across firms and time. This course is the introductory finance course in the undergraduate business program. The main topics covered in the course are Financial Markets, Net Present Value, The Objective of the Firm, Discounted Cash Flow, Portfolio Theory and the Cost of Capital, The Efficient Markets Hypothesis, The Capital Structure of the Firm, and Business Valuation. Time permitting, the course will also provide an introduction to option markets and derivative securities. Upon completing the course a student will be able to consider a large and complex business problem, make some assumptions, structure the firms cash flows in a spreadsheet, calculate the value of different solutions to the problem, and make a decision."
22,70499,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=70499&SEMESTER=M18,http://www.tepper.cmu.edu/uba,No,None,None,None,None,"Business Administration students doing an internship for academic credit may enroll in this course for either three or six units with a pass/no pass grade. Enrollment is by special permission only. Students must submit an internship agreement form to their academic advisor for approval to receive credit. Once approved, the student will be enrolled by their advisor."
23,42200,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42200&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,"Research projects for sophomores under the direction of a regular or adjunct BME faculty member.  Arrangements may also be made via the Associate Head of BME for off-campus projects provided that a regular or adjunct BME faculty member agrees to serve as a co-advisor.  The nature of the project, the number of units, and the criteria for grading are to be determined between the student and the research advisor.  The agreement should be summarized in a two-page project description with sign-off by the research advisor and a copy submitted for review and filing with the BME Department.  A final written report of the results is required.  Units may vary from 9 to 12 according to the expected time commitment, with one unit corresponding to 1 hour of research per week.  One (but not more than one) semester of research, if registered for at least 9 units, may be counted as a restricted elective course toward the BME additional major."
24,42300,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42300&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,"Research projects for sophomores under the direction of a regular or adjunct BME faculty member.  Arrangements may also be made via the Associate Head of BME for off-campus projects provided that a regular or adjunct BME faculty member agrees to serve as a co-advisor.  The nature of the project, the number of units, and the criteria for grading are to be determined between the student and the research advisor.  The agreement should be summarized in a two-page project description with sign-off by the research advisor and a copy submitted for review and filing with the BME Department.  A final written report of the results is required.  Units may vary from 9 to 12 according to the expected time commitment, with one unit corresponding to 1 hour of research per week.  One (but not more than one) semester of research, if registered for at least 9 units, may be counted as a restricted elective course toward the BME additional major."
25,42400,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42400&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,"Research projects for sophomores under the direction of a regular or adjunct BME faculty member.  Arrangements may also be made via the Associate Head of BME for off-campus projects provided that a regular or adjunct BME faculty member agrees to serve as a co-advisor.  The nature of the project, the number of units, and the criteria for grading are to be determined between the student and the research advisor.  The agreement should be summarized in a two-page project description with sign-off by the research advisor and a copy submitted for review and filing with the BME Department.  A final written report of the results is required.  Units may vary from 9 to 12 according to the expected time commitment, with one unit corresponding to 1 hour of research per week.  One (but not more than one) semester of research, if registered for at least 9 units, may be counted as a restricted elective course toward the BME additional major."
26,42790,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42790&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,"Students will work with a faculty member, local biomedically-oriented company or local clinical researcher on a technical research, development or outreach project.  A faculty member affiliated with the Department of Biomedical Engineering will either serve as the advisor for an internal project or as a liaison for an external industrial/clinical project.  The project will culminate in an oral presentation and an internally-archived written report which documents the project and its results.  The presentation and report will be reviewed by the faculty advisor/liaison; this review will serve as the basis for the assignment of the course grade. Pre-requisite:  Graduate standing and consent of faculty advisor/liaison.  Variable units."
27,42792,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42792&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,"This course may be taken by M.S. or Ph.D. students as part of the arrangement to work in an outside organization during the summer, for the purpose of gaining experience in the real-world practice of biomedical engineering. Students should register for Section A during the academic year and Section R during the summer. Pre-requisite:Graduate standing, require special arrangement through the advisor and approval of the department, and approval of the Office of International Education for foreign students. [Top]"
28,42799,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42799&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,This course is intended for directed study only with permission of the Associate Department Head.
29,42890,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42890&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,MS Research
30,42899,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42899&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,None
31,42990,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42990&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,This course is designed to give students enrolled in the Ph.D. program an opportunity to conduct extensive research over the course of their studies culminating in a Ph.D. thesis.  Variable units.
32,42997,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42997&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,"42-997  PhD Qualifying Examination  Fall and Spring    A qualifying examination is given to determine the students general knowledge of the fields of engineering appropriate to the individuals program, and to assess the students ability to use this knowledge in the solution of problems and in the execution of original research. The examination comprises written and/or oral parts. The student will be considered to have passed the qualifying examination when he or she has successfully completed all of the required parts. A candidate must take the qualifying examination at the time specified by the department, generally within the first three semesters of study. Upon satisfactorily passing the examination, the student will be accepted as a candidate for the degree of Doctor of Philosophy. If the student has not already received a Masters Degree, upon application and provided that all other requirements have been met, he or she may be granted the degree of Master of Science at the next commencement.    Passing the Ph.D. qualifying examination admits a student to candidacy for the Ph.D. degree for a period of no longer than six calendar years. If, at the end of this six-year period, the Ph.D. has not been awarded, the student must reapply for admission to the graduate program and will be judged competitively with other students applying at the same time. If the student is re-admitted, he or she may, at the discretion of the department, be requested to pass the qualifying examination again before the Ph.D. is awarded. A student may petition for extension of the six-year limit under extenuating circumstances such as a forced change of advisor, military service, or prolonged illness. Note that the time limits on the duration of Ph.D. candidacy outlined here are more restrictive than those of the general university policy."
33,42998,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42998&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,PhD Thesis Prospectus.
34,42999,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=42999&SEMESTER=M18,http://www.bme.cmu.edu,No,None,None,None,None,Biomedical Engineering PhD Thesis Defense Examination
35,03121,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03121&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
36,03124,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03124&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
37,03133,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03133&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
38,03210,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03210&SEMESTER=M18,http://www.cmu.edu/bio,Yes,None,None,None,None,"Students will read papers from the original literature under the direction of a faculty member. Students will be required to demonstrate mastery of the readings by discussions with the sponsoring faculty member, oral presentations, or writing of one or more papers summarizing and extending the information in the readings. If appropriate, students may write a program(s) to satisfy this last requirement. A student may take this course only once.  This is a mini format course.  Special permission required."
39,03445,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03445&SEMESTER=M18,http://www.cmu.edu/bio,Yes,None,None,None,None,Students may investigate research problems under the supervision of members of the faculty. Permission of a faculty advisor required.
40,03601,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03601&SEMESTER=M18,http://www.cmu.edu/bio,No,None,None,None,None,"This course allows a student to gain computational biology experience in a real-world setting. Internships vary widely in scope, but common to all is the chance to practice computational biology skills acquired in the classroom. Typically, students seek and secure their own internships."
41,03700,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03700&SEMESTER=M18,http://www.cmu.edu/bio,No,None,None,None,None,A student enrolled in this course conducts an independent investigation on a project in a faculty advisors lab. The project is selected from a major area of research study with the advice and approval of the faculty advisor. This course is required of students who are enrolled in the Master of Science program and wish to write and defend a thesis.
42,03900,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=03900&SEMESTER=M18,http://www.cmu.edu/bio,No,None,None,None,None,Doctoral Thesis Research consists of an independent investigation on a project selected from a major area of research study with the advice and approval of the faculty advisor.
43,52390,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=52390&SEMESTER=M18,http://www.cmu.edu/Interdisciplinary,No,None,None,None,None,"The BXA Undergraduate Research Project is for students who want to work on a self-designed project with the one-to-one guidance of a faculty advisor. The project should be interdisciplinary in nature, and can be a scholarly and/or creative endeavor. The project may take the form of a written thesis, a compilation of creative works, an outreach project, etc. The project topic must be pre-approved by the faculty member who agrees to supervise the project and assign a letter grade for the course. Projects are to be completed in one semester, may be worth 3, 6, 9, or 12 units of academic credit, and cannot be taken concurrently with the BXA Capstone Project during the senior year. To register, students must submit an Undergraduate Research Project Proposal Form signed by both the student and the faculty advisor, along with a proposal, to their BXA academic advisor."
44,52400,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=52400&SEMESTER=M18,http://www.cmu.edu/Interdisciplinary,No,None,None,None,None,"Students will only be enrolled in 52-400 (9 units) when they are unable to complete a two-semester sequence and need to gain special permission by the BXA Director/Academic Advisor.  The BXA Capstone gives BXA students the opportunity to demonstrate the extent of their interdisciplinary work over the course of their academic career. The Capstone should include elements that span the students CFA and DC concentrations (for BHA students), CFA and MCS concentrations (for BSA students), or CFA and SCS concentrations (for BCSA students). The project can be either a scholarly or creative endeavor, and may take one of many possible forms (e.g., a written thesis, a compilation of creative work or works, an experiment and report, a computer program or animation, etc.). The BXA Capstone sequence covers both semesters of a students senior year. In the fall, students are enrolled in 52-401 BXA Seminar IV: Capstone Project Research (9 units), which meets weekly to discuss strategies for managing research, planning the project, and larger theoretical issues related to interdisciplinary work. At the end of the fall course, students will have produced a Capstone Project proposal, an annotated bibliography, and multiple versions of their project pitch. In the spring, students enroll in 52-402 BXA Seminar: Capstone Project Production (9 units), which has no required classroom time. Instead, students spend the semester doing the research and foundational work necessary for the project, as well as meeting with their faculty and BXA advisors as they create their Capstone Project and prepare to present it at the annual Meeting of the Minds Undergraduate Research Symposium held each May."
45,52590,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=52590&SEMESTER=M18,http://www.cmu.edu/Interdisciplinary,No,None,None,None,None,"An internship is a supervised professional work experience with clear links to a students academic goals. BXA students may choose to complete a BXA Internship for elective credit with appropriate individuals or organizations within or outside of Carnegie Mellon University. Junior and senior BXA students in good academic standing are eligible to receive academic credit for one internship. Grading is pass/no pass only. Prior to enrolling in an internship, the student must have a BXA Internship Agreement Form signed by their site supervisor and approved by their BXA academic advisor."
46,02500,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=02500&SEMESTER=M18,http://www.cbd.cmu.edu,No,None,None,None,None,"This course is for undergraduate students who wish to do supervised research for academic credit with a Computational Biology faculty member.  Interested students should first contact the Professor with whom they would like to work.  If there is mutual interest, the Professor will direct you to the Academic Programs Coordinator who will enroll you in the course."
47,02801,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=02801&SEMESTER=M18,http://www.cbd.cmu.edu,No,None,None,None,None,This course is for students participating in an internship or co-op.
48,02900,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=02900&SEMESTER=M18,http://www.cbd.cmu.edu,No,None,None,None,None,Missing Course Description - please contact the teaching department.
49,12690,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12690&SEMESTER=M18,http://www.ce.cmu.edu/,No,None,None,None,None,"In-depth investigation of a special topic in Civil and Environmental Engineering under the direction of a faculty member. The topic usually involves open-ended problems whose solution requires some elements of syntheses, analysis, construction, testing and evaluation of an engineering device or system.  Junior or Senior Standing or with instructor permission in Civil and Environmental Engineering.  Faculty approval required.  3 to 12 units"
50,12791,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12791&SEMESTER=M18,http://www.ce.cmu.edu/,No,None,None,None,None,Independent investigation and a comprehensive report on a project selected from a major area of study with the advice and approval of the faculty.  Variable units.    Prerequisites: permission of advisor.
51,12792,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12792&SEMESTER=M18,http://www.ce.cmu.edu/,No,None,None,None,None,In-Depth investigfation of selected advanced topics not offered in formal courses.  By special arrangement upon demand and with approval of the instructor.  Prerequisites: Permission of instructor.
52,12799,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12799&SEMESTER=M18,http://www.ce.cmu.edu/,No,None,None,None,None,"Independent research on significant fundamental problems in a major area of study, with the advice and approval of the faculty. Required of candidates for the degree of Doctor of Philosophy in Civil and Environmental Engineering."
53,12993,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12993&SEMESTER=M18,http://www.ce.cmu.edu/,No,None,None,None,None,This reading and research course is designed for CEE research assistants (PhD and MS RAs) to reflect activity related to their research during the Summer semester.
54,12994,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12994&SEMESTER=M18,http://www.ce.cmu.edu/,No,None,None,None,None,"The Department of Civil and Environmental Engineering considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer.   If a student receives an internship, the CEE Graduate Office will add the internship course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a two page report with supervisor signature detailing the work experience and including how the internship was related to Civil  Environmental Engineering. After the report has been reviewed and approved, a letter grade will be assigned and these 3 units will count towards degree requirements.   International students interested in registering for the internship course should also be authorized by the Office of International Education (OIE)."
55,12995,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=12995&SEMESTER=M18,http://www.ce.cmu.edu/,Yes,None,None,None,None,This Section R Course consists on an internship undertaken in absentia from Carnegie Mellon University. Units earned for this course are not eligible for graduate requirements. Enrollment is limited to graduate students in Civil and Environmental Engineering.
56,62049,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=62049&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
57,62306,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=62306&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
58,62310,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=62310&SEMESTER=M18,http://www.cmu.edu,No,None,None,None,None,"Alexander Technique was developed by FM Alexander, a Shakespearean actor, to address his ongoing vocal hoarseness. He investigated how the manner in we think affects how we speak, move and perform activities in our lives. He looked for ways to apply the principles of the Alexander Technique to develop more ease in daily activities and more freedom of expression in artistic activities. He termed this approach psycho-physical re-education. The Alexander Technique provides individuals with tools, including gentle hands on guidance by the teacher, to address specific habits of tension that may be impeding effectiveness. The technique is particularly valuable for performers such as actors, singers and musicians as well as visual artists. The course is also useful for those in business, medicine, law or any field where she  or he has to present ideas to groups. This course will introduce basic principles of the Alexander Technique and guide students in approaches to apply these principles to fine arts such as acting, playing a musical instrument, drawing, dancing as well as day to day activities such as working at a desk with a computer, public speaking, working out, etc. Participants should wear loose fitting clothing for each movement such as sweat pants and tee shirts, no jeans, ties or belts please. This is an upper level undergraduate course."
59,06250,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06250&SEMESTER=M18,http://www.cheme.cmu.edu/,No,None,None,None,None,Internship
60,06300,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06300&SEMESTER=M18,http://www.cheme.cmu.edu/,No,None,None,None,None,"Research projects under the direction of the Chemical Engineering faculty. The nature of the project, the number of units, and the criteria for grading are to be determined between the student and the faculty supervisor. The agreement should then be summarized in a one-page project description for review by the faculty advisor of the student. A final written report or an oral presentation of the results is required."
61,06400,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06400&SEMESTER=M18,http://www.cheme.cmu.edu/,No,None,None,None,None,"Research projects under the direction of the Chemical Engineering faculty. The nature of the project, the number of units, and the criteria for grading are to be determined between the student and the faculty supervisor. The agreement should then be summarized in a one-page project description for review by the faculty advisor of the student. A final written report or an oral presentation of the results is required."
62,06405,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06405&SEMESTER=M18,http://www.cheme.cmu.edu/,No,None,None,None,None,Independent Study
63,06600,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06600&SEMESTER=M18,http://www.cheme.cmu.edu/,No,None,None,None,None,Missing Course Description - please contact the teaching department.
64,06803,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06803&SEMESTER=M18,http://www.cheme.cmu.edu/,No,None,None,None,None,None
65,06995,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=06995&SEMESTER=M18,http://www.cheme.cmu.edu/,Yes,None,None,None,None,No course description provided.
66,39120,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=39120&SEMESTER=M18,http://www.cit.cmu.edu/,No,None,None,None,None,None
67,39390,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=39390&SEMESTER=M18,http://www.cit.cmu.edu/,No,None,None,None,None,"The college of engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students. One such option is cooperative education, which provides a student with an extended period of exposure with a company. Therefore projects can be of significant depth in experience. To participate, students must complete a CIT Co-op Approval form (located in Scaife Hall 110) and submit for approval. Students must possess at least junior status and have an overall grade point average of 3.0 or above. All co-ops must be approximately 8 months in uninterrupted length. If the co-op is approved, the CIT Undergraduate Studies Office will add the course to the students schedule, and the student will be assessed tuition for 0-3 units. Upon completion of the co-op experience, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the CIT Undergraduate Office. If the reports are approved, a P grade will be assigned. International students should also be authorized by the Office ofInternational Education (OIE). More information regarding CPT is available on OIEs website."
68,39499,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=39499&SEMESTER=M18,http://www.cit.cmu.edu/,No,None,None,None,None,"The college of engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students. One such option is an internship, normally completed during the summer. Students do not need to officially register for an internship unless they want it listed on their official transcripts. CIT students interested in registering their internship for course credit on their transcript may enroll in this course. To do so, students must complete a CIT Internship form (located in Scaife Hall 110) and submit for approval. The CIT Undergraduate Studies Office will add the course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the CIT Undergraduate Office. After the reports has been reviewed and approved, a P grade will be assigned. This process should be used by international students interested in Curricular Practical Training (CPT) or by any other engineering undergraduate wishing to have their internship experience reflected on their official University transcript. International students should also be authorized by the Office of International Education (OIE). More information regarding CPT is available on OIEs website."
